"ACCOUNTNUMBER","ACCOUNTSOURCE","ACTIVE__C","ANNUALREVENUE","BILLINGCITY","BILLINGADDRESS","YEARSTARTED","WEBSITE","UPSELLOPPORTUNITY__C","TYPE","TRADESTYLE","TICKERSYMBOL","SYSTEMMODSTAMP","SITE","SICDESC","SIC","SHIPPINGSTREET","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGLONGITUDE","SHIPPINGLATITUDE","SHIPPINGGEOCODEACCURACY","SHIPPINGCITY","SHIPPINGCOUNTRY","SHIPPINGADDRESS","SEGMENT__C","SLA__C","SLASERIALNUMBER__C","SLAEXPIRATIONDATE__C","RATING","PHOTOURL","PHONE","PARENTID","OWNERSHIP","OWNERID","NUMBEROFLOCATIONS__C","NUMBEROFEMPLOYEES","BILLINGCOUNTRY","BILLINGGEOCODEACCURACY","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGPOSTALCODE","BILLINGSTATE","BILLINGSTREET","CLEANSTATUS","CREATEDBYID","CREATEDDATE","CUSTOMERPRIORITY__C","DANDBCOMPANYID","DUNSNUMBER","FAX","DESCRIPTION","ID","INDUSTRY","ISDELETED","JIGSAW","JIGSAWCOMPANYID","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","MASTERRECORDID","NAICSCODE","NAME","NAICSDESC"
"","Public Relations","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKQrAAN","","","","0052w00000BXX9wAAH","","5000","USA","","","","","NH","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQrAAN","Biotechnology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Dixon376 Inc",""
"","Employee Referral","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKQsAAN","","","","0052w00000BXXA1AAP","","5000","Sweden","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQsAAN","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Rivera377 Inc",""
"","Trade Show","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKQtAAN","","","","0052w00000BXX9yAAH","","5000","Canada","","","","","NE","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQtAAN","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Armstrong378 Inc",""
"","Employee Referral","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpKQuAAN","","","","0052w00000BXXA2AAP","","5000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQuAAN","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Banks379 Inc",""
"","Advertisement","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKQvAAN","","","","0052w00000BXX9vAAH","","5000","Normway","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQvAAN","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Nash380 Inc",""
"","Advertisement","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpKQwAAN","","","","0052w00000BXX9vAAH","","5000","Denmark","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQwAAN","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Webb381 Inc",""
"","Employee Referral","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpKQxAAN","","","","0052w00000BXX9uAAH","","5000","China","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQxAAN","Agriculture","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Robinson382 Inc",""
"","Trade Show","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKQyAAN","","","","0052w00000BXX9lAAH","","5000","USA","","","","","CT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQyAAN","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Houston383 Inc",""
"","Web","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKQzAAN","","","","0052w00000BXX9qAAH","","5000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKQzAAN","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Rios384 Inc",""
"","Advertisement","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKR0AAN","","","","0052w00000BXX9uAAH","","5000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR0AAN","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Rivera385 Inc",""
"","Word of mouth","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKR1AAN","","","","0052w00000BXXA1AAP","","5000","Canada","","","","","RI","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR1AAN","Retail","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Arnold386 Inc",""
"","Partner","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKR2AAN","","","","0052w00000BXX9qAAH","","5000","USA","","","","","TX","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR2AAN","Technology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Banks163 Inc",""
"","Web","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKR3AAN","","","","0052w00000BXX9zAAH","","5000","USA","","","","","TX","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR3AAN","Telecommunications","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","King177 Inc",""
"","Partner","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpKR4AAN","","","","0052w00000BXX9vAAH","","5000","Normway","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR4AAN","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Morrison178 Inc",""
"","Partner","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKR5AAN","","","","0052w00000BXX9rAAH","","5000","Taiwan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR5AAN","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Perez179 Inc",""
"","Advertisement","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKR6AAN","","","","0052w00000BXX9yAAH","","5000","USA","","","","","KS","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR6AAN","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Quinn180 Inc",""
"","Partner","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKR7AAN","","","","0052w00000BXX9lAAH","","5000","USA","","","","","ME","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR7AAN","Biotechnology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Martinez181 Inc",""
"","Trade Show","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKR8AAN","","","","0052w00000BXXA1AAP","","5000","Switzerland","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR8AAN","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Allen182 Inc",""
"","Advertisement","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKR9AAN","","","","0052w00000BXX9nAAH","","5000","Canada","","","","","NM","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKR9AAN","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Williamson183 Inc",""
"","Partner","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKRAAA3","","","","0052w00000BXX9mAAH","","5000","Canada","","","","","OK","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRAAA3","Education","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Crawford184 Inc",""
"","Employee Referral","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKRBAA3","","","","0052w00000BXX9yAAH","","5000","Switzerland","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRBAA3","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Klein185 Inc",""
"","Web","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpKRCAA3","","","","0052w00000BXXA1AAP","","5000","Germany","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRCAA3","Retail","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Reed186 Inc",""
"","Word of mouth","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKRDAA3","","","","0052w00000BXX9wAAH","","5000","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRDAA3","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Duncan187 Inc",""
"","Web","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKREAA3","","","","0052w00000BXX9sAAH","","5000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKREAA3","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Christensen164 Inc",""
"","Employee Referral","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKRFAA3","","","","0052w00000BXX9oAAH","","5000","Canada","","","","","NE","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRFAA3","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Webb165 Inc",""
"","Partner","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKRGAA3","","","","0052w00000BXX9zAAH","","5000","Belgium","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRGAA3","Utilities","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Figueroa166 Inc",""
"","Word of mouth","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpKRHAA3","","","","0052w00000BXX9yAAH","","5000","USA","","","","","CO","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRHAA3","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Stone167 Inc",""
"","Employee Referral","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpKRIAA3","","","","0052w00000BXX9oAAH","","5000","United Kingdom","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRIAA3","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Newman168 Inc",""
"","Employee Referral","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKRJAA3","","","","0052w00000BXX9vAAH","","5000","China","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRJAA3","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Baker169 Inc",""
"","Partner","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKRKAA3","","","","0052w00000BXXA3AAP","","5000","Taiwan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRKAA3","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Coleman170 Inc",""
"","Word of mouth","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpKRLAA3","","","","0052w00000BXX9rAAH","","5000","United Kingdom","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRLAA3","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Olson171 Inc",""
"","Trade Show","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKRMAA3","","","","0052w00000BXX9yAAH","","5000","Australia","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRMAA3","Utilities","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Carter172 Inc",""
"","Advertisement","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpKRNAA3","","","","0052w00000BXXA1AAP","","5000","Canada","","","","","MN","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRNAA3","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Greer173 Inc",""
"","Word of mouth","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKROAA3","","","","0052w00000BXX9yAAH","","5000","India","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKROAA3","Healthcare","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Jordan174 Inc",""
"","Seminar - Internal","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKRPAA3","","","","0052w00000BXX9vAAH","","5000","USA","","","","","SC","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRPAA3","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Wise175 Inc",""
"","Public Relations","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKRQAA3","","","","0052w00000BXX9wAAH","","5000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRQAA3","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Carpenter176 Inc",""
"","Employee Referral","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKRRAA3","","","","0052w00000BXX9tAAH","","5000","Canada","","","","","VA","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRRAA3","Retail","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Flores188 Inc",""
"","Partner","","1000000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","74100","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKRSAA3","","","","0052w00000BXX9nAAH","","5000","Canada","","","","","WV","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRSAA3","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hoffman387 Inc",""
"","Web","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47710","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKRTAA3","","","","0052w00000BXX9qAAH","","5000","USA","","","","","IA","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRTAA3","Education","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Ross388 Inc",""
"","Word of mouth","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47721","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpKRUAA3","","","","0052w00000BXXA3AAP","","5000","Switzerland","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRUAA3","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Fleming389 Inc",""
"","Web","","1000000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47722","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKRVAA3","","","","0052w00000BXX9pAAH","","5000","Germany","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKRVAA3","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Gardner390 Inc",""
